arm,threshold,n_runs,n_detected_before,n_detected_after,n_missed,n_false_alarm,n_no_event,detection_rate,false_alarm_rate,n_lead_defined,lead_median_slices,lead_p10_slices,lead_p90_slices,lead_mean_slices,git_sha,source_file,ablation_axis
hard_thresholded_perception,0.69,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.71,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.73,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.75,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.77,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.79,30,0,30,0,0,0,1.0,,30,-1.0,-4.0,0.0,-1.3,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.81,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.83,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.85,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.87,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.89,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.91,30,0,30,0,0,0,1.0,,30,-3.0,-40.0,0.0,-11.733333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.93,30,0,30,0,0,0,1.0,,30,-4.0,-41.0,0.0,-12.133333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.95,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.97,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.99,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
